Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Job Link
Giám Đốc Chính sách Sản Phẩm Công nghệ,N/A,Lead/Expert,7-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,$50.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giam-doc-chinh-sach-san-pham-cong-nghe.35C23E57.html
Data Analyst/ Business Intelligence (6-months Contract),data analyst,Any Level,N/A,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$17.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-analyst-business-intelligence-6-months-contract.35C23E12.html
Chuyên viên cao cấp Dịch vụ CNTT - IT Helpdesk (Làm việc tại TSC Hà Đông - Hà Nội),IT support,Junior,2,Ngân hàng TMCP Việt Á – VietABank,Hà Nội,Thương lượng,"SQL, HTML",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-dich-vu-cntt-it-helpdesk-lam-viec-tai-tsc-ha-dong-ha-noi.35C23F8F.html
Frontend Team Lead,frontend developer,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/frontend-team-lead.35C23D7D.html
Chuyên viên Tư  Vấn Triển Khai ERP Oracle,N/A,Intermediate,3-5,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-trien-khai-erp-oracle.35C256DF.html
Oracle EBS Developer,software developer,Intermediate,3-5,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/oracle-ebs-developer.35C256E8.html
Chuyên Viên Quản Trị Dữ Liệu Oracle (DBA),database administrator,Intermediate,3-5,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-du-lieu-oracle-dba.35C256F5.html
Quản trị dự án phần mềm (PM),data scientist,Intermediate,3-5,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,"JIRA, Confluence, Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/quan-tri-du-an-phan-mem-pm.35C256D7.html
Manual Tester,QA engineer,Junior,2,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,"Python, SQL, JavaScript, JIRA",Careerviet,https://careerviet.vn/vi/tim-viec-lam/manual-tester.35C25715.html
Chuyên viên Thiết kế trải nghiệm Người dùng (UI_UX Designer),UX/UI designer,Senior,3-8,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,"JavaScript, HTML5, CSS, React, JQuery, Angular, Bootstrap, Sass, jQuery, UI/UX",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke-trai-nghiem-nguoi-dung-ui_ux-designer.35C25717.html
Chuyên viên phân tích dữ liệu (Data Analyst),data analyst,Senior,3-8,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,"Python, Java, SQL, Tableau, Power BI, Analysis, MongoDB, Azure, MySQL, Machine Learning, Data Mining, NoSQL, Serverless, SAP, ETL",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-data-analyst.35C25713.html
Software Developer,software developer,Senior,3-10,Phuc Thang Fine Furniture,Bình Dương,Thương lượng,"SQL, Power BI, Express, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-developer.35C25522.html
Software  - Project Manager,project manager,Intermediate,3-5,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,Thương lượng,"JIRA, Confluence, Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-project-manager.35C256CC.html
IT support,IT support,Junior,1,Công Ty TNHH SML Việt Nam,Hưng Yên,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-support.35C254E9.html
Nhân viên CNTT (Tiếng Trung),N/A,Junior,1,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),Quảng NamĐà NẵngNghệ An,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cntt-tieng-trung.35C25620.html
Nhân viên IT Helpdesk,IT support,Intermediate,2-5,CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOÀNG SƠN,Bình Dương,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it-helpdesk.35C255AB.html
Digital & Growth Marketing Manager,IT professional,Senior,5-7,Soctrip,Hồ Chí Minh,Thương lượng,"Firebase, SEO",Careerviet,https://careerviet.vn/vi/tim-viec-lam/digital-growth-marketing-manager.35C255BD.html
Nhân Viên IT Support,IT support,Junior,2,Công ty TNHH Nesta,Hưng Yên,$10.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it-support.35C25683.html
Chuyên viên Business Analyst (BA),business analyst,Junior,1-2,CÔNG TY TNHH TẬP ĐOÀN XÂY DỰNG DELTA,Hà Nội,$15.00,"SQL, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-business-analyst-ba.35C254B1.html
Chuyên Viên Hỗ Trợ Phần Mềm Và Ứng Dụng,database administrator,Junior,2-3,TẬP ĐOÀN Y TẾ VIỆT NGA,Hà Nội,Thương lượng,"SQL, PostgreSQL",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ho-tro-phan-mem-va-ung-dung.35C25700.html
[Hà Nội] SAP ABAP Developer,software developer,Junior,2,Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Hà Nội,Thương lượng,SAP,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ha-noi-sap-abap-developer.35C2567F.html
Chuyên gia Phát triển dịch vụ (API) - Khối Ngân hàng số (HO24.279),N/A,Senior,5,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-phat-trien-dich-vu-api-khoi-ngan-hang-so-ho24-279.35C2566B.html
Lập trình viên Fullstack .net,full stack developer,Intermediate,2-5,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Hà Nội,$15.00,"Python, Java, SQL, JavaScript, HTML, CSS, JQuery, Docker, Bootstrap, jQuery, MySQL, Git, GitHub, Big Data",Careerviet,https://careerviet.vn/vi/tim-viec-lam/lap-trinh-vien-fullstack-net.35C25529.html
[A9] Cầu Giấy - Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+ Không Yêu Cầu Kinh Nghiệm - Làm Việc Xoay Ca,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$6.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/a9-cau-giay-tuyen-nhan-vien-cham-soc-khach-hang-truyen-hinh-ve-tinh-k-khong-yeu-cau-kinh-nghiem-lam-viec-xoay-ca.35C255F4.html
[A9] Cầu Giấy Hà Nội - Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+ Không Yêu Cầu Kinh Nghiệm - Làm Việc Xoay Ca,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$6.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/a9-cau-giay-ha-noi-tuyen-nhan-vien-cham-soc-khach-hang-truyen-hinh-ve-tinh-k-khong-yeu-cau-kinh-nghiem-lam-viec-xoay-ca.35C25769.html
"Senior Fullstack Developer (C#, .Net)",full stack developer,Junior,2-3,Concung.com - Con Cung Joint Stock Company,Hồ Chí Minh,Thương lượng,"SQL, HTML, CSS, .NET, MongoDB, Docker, Kubernetes, Angular, Bootstrap, Redis, NoSQL, Kafka, RabbitMQ, Flutter",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-fullstack-developer-c-net.35C2556F.html
Cộng tác viên Hành chính mua sắm - Khối Công nghệ thông tin,N/A,Any Level,N/A,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-hanh-chinh-mua-sam-khoi-cong-nghe-thong-tin.35C2558A.html
Senior Backend Developer (Java),backend developer,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-backend-developer-java.35C25688.html
Senior Solution Consultant (Presales),DevOps engineer,Intermediate,3-5,HR Vietnam’s ESS Client,Hà Nội,$1500.00,AWS,Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-solution-consultant-presales.35C26835.html
Employee Engagement Officer/ Executive,N/A,Junior,1-2,SPS Vietnam,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/employee-engagement-officer-executive.35C26852.html
Nhân viên Hệ Thống,data analyst,Any Level,N/A,CÔNG TY CỔ PHẦN HÙNG CƯỜNG PHARMA,Hồ Chí Minh,Thương lượng,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-he-thong.35C26994.html
Local Field Manager - Solar & Commercial Products,N/A,Lead/Expert,5-20,TÜV Rheinland Vietnam,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/local-field-manager-solar-commercial-products.35C268D8.html
"Senior Backend Developer, PHP API",backend developer,Lead/Expert,5-20,CÔNG TY TNHH CARTRACK VIETNAM,Hồ Chí Minh,$1000.00,"Python, SQL, Analysis, PHP, Docker, Kubernetes, gRPC, Laravel, Git, CI/CD, Linux, Shell scripting, Load Balancing, Kafka, RabbitMQ",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-backend-developer-php-api.35C26921.html
Senior Frontend Developer (React),frontend developer,Lead/Expert,5-20,CÔNG TY TNHH CARTRACK VIETNAM,Hồ Chí Minh,$1000.00,"JavaScript, HTML, CSS, Analysis, Firebase, GraphQL, Git, Agile, UI/UX, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/senior-frontend-developer-react.35C26936.html
MIS Data Analyst,data analyst,Intermediate,3-4,Công Ty TNHH Điều Intersnack Việt Nam,Hồ Chí Minh,Thương lượng,"Power BI, Excel, Statistics",Careerviet,https://careerviet.vn/vi/tim-viec-lam/mis-data-analyst.35C26832.html
IT Supervisor,IT professional,Intermediate,3-5,CÔNG TY TNHH JOB HOUSE,Quảng Ninh,$35.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-supervisor.35C26957.html
IT DevOps,DevOps engineer,Junior,1-2,CÔNG TY TNHH PHẦN MỀM TIẾP THỊ VIDEO QUỐC TẾ,Hồ Chí Minh,$10.00,"Kubernetes, GCP, CI/CD, Terraform, Bash",Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-devops.35C2692D.html
Kiểm toán viên (mảng Công nghệ/ Dữ liệu) - Auditor (IT/ Model/ Data) - Cơ quan Kiểm toán nội bộ (HO24.314),IT professional,Intermediate,3,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/kiem-toan-vien-mang-cong-nghe-du-lieu-auditor-it-model-data-co-quan-kiem-toan-noi-bo-ho24-314.35C268CF.html
"Chuyên viên quản trị, vận hành hạ tầng VDI (System Admin)  - Khối Công nghệ thông tin (HO24.316)",system administrator,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,VMware,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-van-hanh-ha-tang-vdi-system-admin-khoi-cong-nghe-thong-tin-ho24-316.35C26932.html
Chuyên Viên Quản Lý Chất Lượng Phần mềm (QA),N/A,Intermediate,3,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,$15.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-chat-luong-phan-mem-qa.35C269AB.html
Chuyên viên chính/Chuyên viên cao cấp Xây Dựng Sản Phẩm Thẻ,N/A,Junior,1-2,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-xay-dung-san-pham-the.35C269FE.html
Chuyên Viên Phân Tích Nghiệp Vụ (BA),data scientist,Junior,2,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Thương lượng,"Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba.35C277DA.html
IT Software Engineer (Long Thanh IZ),software engineer,Any Level,N/A,Công ty TNHH framas Korea Vina,Đồng Nai,Thương lượng,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-software-engineer-long-thanh-iz.35C27728.html
Customer Success Specialist (BPO/Outsourcing),data analyst,Junior,2-3,Công ty TNHH Levinci,Hồ Chí Minh,$15.00,"Data analysis, Analysis",Careerviet,https://careerviet.vn/vi/tim-viec-lam/customer-success-specialist-bpo-outsourcing.35C27716.html
PHÓ PHÒNG PHẦN MỀM,backend developer,Intermediate,3,Hệ thống Phòng khám 315,Hồ Chí Minh,Thương lượng,"Python, MongoDB, Restful API, JIRA, Microservices",Careerviet,https://careerviet.vn/vi/tim-viec-lam/pho-phong-phan-mem.35C276EB.html
"Chuyên viên tư vấn, triển khai ERP - SAP module SD",SAP consultant,Intermediate,3-5,Công Ty Cổ Phần HUM,Hồ Chí Minh,$20.00,"Agile, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-trien-khai-erp-sap-module-sd.35C276E3.html
Business Analyst (Phân Tích Nghiệp Vụ Phần Mềm Kế Toán),business analyst,Junior,2-3,LacViet Computing Corporation,Hồ Chí Minh,Thương lượng,"Agile, Scrum, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-analyst-phan-tich-nghiep-vu-phan-mem-ke-toan.35C276CE.html
Giám Đốc Dự Án Công Nghệ (Tài chính/Ngân hàng),N/A,Lead/Expert,8-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giam-doc-du-an-cong-nghe-tai-chinh-ngan-hang.35C27639.html
Trưởng nhóm IT (Giải pháp phần mềm),IT professional,Senior,3-10,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,$18.00,"SQL, CSS, Power BI, .NET, Bootstrap, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-it-giai-phap-phan-mem.35C2760F.html
IT Infrastructure Engineer (Kỹ Sư Hạ Tầng CNTT),software engineer,Intermediate,2-5,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$18.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-infrastructure-engineer-ky-su-ha-tang-cntt.35C2620E.html
Data Partner – Chuyên gia Đối tác dữ liệu - Hà Nội - TA139,data scientist,Senior,4-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Thương lượng,"Python, SQL, Excel, Statistics, Machine Learning, AI, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-partner-chuyen-gia-doi-tac-du-lieu-ha-noi-ta139.35C275F6.html
Sales Manager/ Business Development Manager (Japanese Language/ Digital Solutions),IT professional,Any Level,N/A,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$40.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/sales-manager-business-development-manager-japanese-language-digital-solutions.35C275E6.html
Technical Project Manager,project manager,Intermediate,3-5,CÔNG TY TNHH INBOLD,Hồ Chí Minh,Thương lượng,"JIRA, Content Management Systems",Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-project-manager.35C275D7.html
Data Platform Engineer - Khối Dữ liệu (HO24.317),software engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,"Python, Java, AWS, Azure, GCP, Spark, Big Data, AI",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-platform-engineer-khoi-du-lieu-ho24-317.35C275D6.html
Chuyên viên cao cấp Quản trị dữ liệu - Mảng vận hành công cụ - HN - TA139,data scientist,Intermediate,3-5,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Thương lượng,"Python, SQL, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-quan-tri-du-lieu-mang-van-hanh-cong-cu-hn-ta139.35C275BE.html
Middle/ Senior NodeJS Developer,software developer,Intermediate,3-5,CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Thương lượng,"NodeJS, NestJS, MongoDB, Docker, MySQL, Redis, ElasticSearch, Git",Careerviet,https://careerviet.vn/vi/tim-viec-lam/middle-senior-nodejs-developer.35C27591.html
IT COMTOR - TIẾNG NHẬT,IT professional,Junior,1-3,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hồ Chí Minh,$15.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-comtor-tieng-nhat.35C27583.html
DEVOPS,DevOps engineer,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$15.00,"Python, Java, Docker, Kubernetes, ElasticSearch, GitHub, CI/CD, Terraform, Bash, Microservices",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops.35C1C5C3.html
Legal Executive,N/A,Intermediate,2-7,BSS Group,Hà Nội,$15.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/legal-executive.35C1C5AB.html
Giáo Viên Tin Học (Giảng Dạy Mô Hình School-Link),data engineer,Intermediate,1-5,Công ty CP IIG Việt Nam,Hà Nội,Thương lượng,Spark,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giao-vien-tin-hoc-giang-day-mo-hinh-school-link.35C1C5D4.html
Java Developer Team Leader,software developer,Senior,3-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$25.00,"Java, JavaScript, HTML, CSS, PHP, JQuery, Bootstrap, jQuery, PostgreSQL, MySQL, Restful API, Git",Careerviet,https://careerviet.vn/vi/tim-viec-lam/java-developer-team-leader.35C1C6AB.html
[Hậu Nghĩa] Chuyên viên IT,IT professional,Intermediate,2-5,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Thương lượng,"SQL, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/hau-nghia-chuyen-vien-it.35C1C642.html
TRƯỞNG NHÓM PHÂN TÍCH DỮ LIỆU,data scientist,Intermediate,3-4,CÔNG TY CỔ PHẦN Z HOLDING,Hà Nội,$30.00,"Python, SQL, Power BI, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-phan-tich-du-lieu.35C1C609.html
Product Manager,product manager,Lead/Expert,8-15,HR Vietnam’s ESS Client,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-manager.35C1C5F6.html
SAP ABAP CONSULTANT,SAP consultant,Lead/Expert,5-15,HR Vietnam’s ESS Client,Hà Nội,Thương lượng,"Analysis, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-abap-consultant.35C1C774.html
[Đức Hòa] Chuyên viên IT,IT professional,Intermediate,2-5,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Thương lượng,"SQL, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/duc-hoa-chuyen-vien-it.35C1C643.html
PRESALES ENGINEER,software engineer,Senior,2-15,CÔNG TY CP TM-DV SAO NAM AN,Hồ Chí Minh,$13.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/presales-engineer.35C1C748.html
Technical Support Engineer,IT support,Any Level,N/A,Tổng công ty Bưu điện Việt Nam,Hà Nội,$10.00,"Java, SQL, Linux",Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-support-engineer.35C1C546.html
SAP ABAP CONSULTANT,SAP consultant,Lead/Expert,5-15,HR Vietnam’s ESS Client,Hồ Chí Minh,Thương lượng,"Analysis, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-abap-consultant.35C1C5AC.html
Chuyên viên QA,QA engineer,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$15.00,"Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-qa.35C1C4CF.html
Project manager,project manager,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$20.00,JIRA,Careerviet,https://careerviet.vn/vi/tim-viec-lam/project-manager.35C1C57F.html
B2B Sales Executive,N/A,Junior,1-2,LacViet Computing Corporation,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/b2b-sales-executive.35C23BCC.html
Customer Support (US Time),N/A,Junior,1,Công ty TNHH Levinci,Hồ Chí Minh,$15.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/customer-support-us-time.35C23BF6.html
Head/Expert Data Scientist,data scientist,Senior,5,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Thương lượng,"Python, Data science, Statistics, GCP, Git, CI/CD, Spark, Big Data, Machine Learning, Deep Learning, Data Mining",Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-expert-data-scientist.35C23BD0.html
Head/Expert Data Governance,N/A,Intermediate,3,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-expert-data-governance.35C23BF4.html
Regional Information Security Officer,IT professional,Any Level,N/A,The Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Hà NộiVientiane,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/regional-information-security-officer.35C23BAF.html
Nhân Viên Kinh Doanh Phần Mềm,SAP consultant,Junior,1,CÔNG TY CỔ PHẦN Z HOLDING,Hồ Chí Minh,$10.00,ERP,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phan-mem.35C23B3C.html
Giám Đốc Ban Pháp Chế - Head of Legal (Proptech),IT professional,Lead/Expert,4-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,$50.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ban-phap-che-head-of-legal-proptech.35C23CD3.html
"HO - Chuyên gia Quản trị rủi ro công nghệ, Khối Quản lý rủi ro",N/A,Senior,4-6,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ho-chuyen-gia-quan-tri-rui-ro-cong-nghe-khoi-quan-ly-rui-ro.35C23C0F.html
Chuyên viên/Chuyên viên chính phân tích dữ liệu (Business analytics),data analyst,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Thương lượng,"Python, Power BI, Qlik",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-chinh-phan-tich-du-lieu-business-analytics.35C23CC7.html
"Chuyên viên Quản trị Hệ thống, Mạng",security engineer,Intermediate,1-5,VCBS - Chung khoan VCB,Hà Nội,Thương lượng,"Linux, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong-mang.35C23C82.html
Chuyên viên An ninh thông tin,N/A,Intermediate,2-5,VCBS - Chung khoan VCB,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-an-ninh-thong-tin.35C23C5E.html
Chuyên viên chính Vận hành,data analyst,Intermediate,3,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Thương lượng,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-van-hanh.35C23B6B.html
Chuyên viên cao cấp/Chuyên viên chính phát triển sản phẩm và Kinh doanh Tài chính số,data analyst,Senior,5-8,Ngân Hàng TMCP Tiên Phong (TPBank),Hồ Chí Minh,Thương lượng,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-vien-chinh-phat-trien-san-pham-va-kinh-doanh-tai-chinh-so.35C23C2C.html
Software Engineer,software engineer,Junior,1-3,CÔNG TY CỔ PHẦN KING FOOD MARKET,Hồ Chí Minh,$20.00,"SQL, NodeJS, MongoDB, Docker, Kubernetes, PostgreSQL, MySQL, Redis, ElasticSearch, Jenkins, Git, CI/CD, Microservices, Kafka, RabbitMQ",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-engineer.35C23C05.html
UI/UX Designer,UX/UI designer,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ui-ux-designer.35C23C0B.html
Trưởng Nhóm IT - Biết Tiếng Anh,IT professional,Junior,2,CÔNG TY TNHH ANTA SPORTS VIỆT NAM,Hà Nội,$15.00,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-it-biet-tieng-anh.35C252B3.html
Head of HR (Marketing industry) - Ho Chi Minh/ Ha Noi,data scientist,Senior,5,Talent Trader Vietnam,Hà Nội,$2000.00,Agile,Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-of-hr-marketing-industry-ho-chi-minh-ha-noi.35C2507C.html
Chuyên viên Phân tích nghiệp vụ (Business Analyst) - Khối Công nghệ thông tin (HOLT.05),business analyst,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,Agile,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-khoi-cong-nghe-thong-tin-holt-05.35C2510E.html
Data Engineer - Khối Dữ liệu (HOLT.02),data engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,"Tableau, AWS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-engineer-khoi-du-lieu-holt-02.35C2513C.html
Kỹ Sư Phát Triển BackEnd  - Khối Công nghệ thông tin (HOLT.03),backend developer,Intermediate,2-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,"Java, MongoDB, Spring, PostgreSQL, MySQL, Redis, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-phat-trien-backend-khoi-cong-nghe-thong-tin-holt-03.35C25144.html
Chuyên viên Quản lý Hạ tầng Trung tâm dữ liệu  - IT Infrastructure Management - Khối Công nghệ thông tin (HO24.273),IT professional,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-ha-tang-trung-tam-du-lieu-it-infrastructure-management-khoi-cong-nghe-thong-tin-ho24-273.35C25391.html
Chuyên viên Quản trị hạ tầng Public Cloud - Cloud Engineer (Public Cloud) - Khối Công nghệ thông tin (HO24.271),cloud engineer,Junior,1-2,Ngân Hàng TMCP Quân Đội,Hà Nội,Thương lượng,"AWS, Azure",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-ha-tang-public-cloud-cloud-engineer-public-cloud-khoi-cong-nghe-thong-tin-ho24-271.35C2538B.html
