Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Data Platform Engineer - Khối Dữ Liệu (Ho24.317),Data Platform Engineer - Khối Dữ Liệu Ho24.317,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Big Data, Data Engineer, Data Lake, Open Source Framework, Spark",https://www.vietnamworks.com/data-platform-engineer-khoi-du-lieu-ho24-317-1844662-jv?source=searchResults&searchType=2&placement=1844762&sortBy=date
Phó Phòng/trưởng Phòng IT,Phó Phòng/trưởng Phòng IT,N/A,Công Ty TNHH Jcv Corp,7 năm kinh nghiệm,.,"Tới 1,975 ₫/tháng","MES, ERP, Project Management, Data Processing, SQL",https://www.vietnamworks.com/pho-phong-truong-phong-it-1840908-jv?source=searchResults&searchType=2&placement=1841058&sortBy=date
IT Information Security,IT Information Security,N/A,Shinhan Vietnam Finance Company Limited,2 năm kinh nghiệm,17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Security System Management, Security Risk Assessment, IT Governance, SIEM, IT Policy",https://www.vietnamworks.com/it-information-security--1844112-jv?source=searchResults&searchType=2&placement=1844562&sortBy=date
Manager/ Senior Commercial Business Analysts,Manager/ Senior Commercial Business Analysts,['Senior'],Công Ty Cổ Phần Sữa Việt Nam (Vinamilk),7 năm kinh nghiệm,"Số 10, Tân Trào, P. Tân Phú, Q.7, Tp. HCM",Thương lượng,"Business Intelligence, Data Analysis, Effective Communication, Financial Evaluation, Microsoft Office",https://www.vietnamworks.com/manager-senior-commercial-business-analysts-1844038-jv?source=searchResults&searchType=2&placement=1844488&sortBy=date
Software Security Engineer (Vacancy: 02),Software Security Engineer Vacancy: 02,N/A,LG Electronics Development Viet Nam Company Limited,Không yêu cầu năm kinh nghiệm,"21F Office Building, Lotte Mall Hanoi, No. 272 Vo Chi Cong, Phu Thuong Ward, Tay Ho District, Hanoi","$ 1,000-2,200 /tháng","Security, Cybersecurity, Hardening, LINUX",https://www.vietnamworks.com/software-security-engineer-vacancy-02-1841761-jv?source=searchResults&searchType=2&placement=1841861&sortBy=date
Nhân Viên QC Nhà Hàng,Nhân Viên QC Nhà Hàng,N/A,Công Ty Cổ Phần Tầm Nhìn Quốc Tế Aladdin,1 năm kinh nghiệm,"88 Tố Hữu, Vạn Phúc, Hà Đông, Hà Nội",9tr-13tr ₫/tháng,"Kiểm Soát Chất Lượng, Phân Tích Đánh Giá, Quản Lý Quy Trình, Xây Dựng, Dịch Vụ Nhà Hàng",https://www.vietnamworks.com/nhan-vien-qc-nha-hang-1838426-jv?source=searchResults&searchType=2&placement=1838726&sortBy=date
CVCC Quản Lý Cấu Trúc Dữ Liệu - Data Structure Management - Khối Dữ Liệu (Ho24.299),CVCC Quản Lý Cấu Trúc Dữ Liệu - Data Structure Management - Khối Dữ Liệu Ho24.299,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Quản Trị Dữ Liệu, Tài chính Ngân hàng, Xây Dựng Cơ Sở Dữ Liệu, Quản Trị Hệ Thống Thông Tin, TOEIC 500",https://www.vietnamworks.com/cvcc-quan-ly-cau-truc-du-lieu-data-structure-management-khoi-du-lieu-ho24-299-1842176-jv?source=searchResults&searchType=2&placement=1842526&sortBy=date
Senior Data Architect,Senior Data Architect,['Senior'],HEINEKEN Vietnam,5 năm kinh nghiệm,"Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Ben Nghe Ward",Thương lượng,"Python, Data Architecture, DevOps",https://www.vietnamworks.com/senior-data-architect--1841161-jv?source=searchResults&searchType=2&placement=1841761&sortBy=date
CVCC Phân Tích Quản Trị - Governance Analysis Specialist - Khối Dữ Liệu (Ho24.305),CVCC Phân Tích Quản Trị - Governance Analysis Specialist - Khối Dữ Liệu Ho24.305,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"SQL, Power BI, Thu Thập Dữ Liệu, Tài chính Ngân hàng, Báo Cáo Quản Trị",https://www.vietnamworks.com/cvcc-phan-tich-quan-tri-governance-analysis-specialist-khoi-du-lieu-ho24-305-1842165-jv?source=searchResults&searchType=2&placement=1842515&sortBy=date
Business Analyst,Business Analyst,N/A,Vinfast Trading And Production JSC,3 năm kinh nghiệm,"Symphony Building, Chu Huy Man Street, Hanoi, Vietnam",Thương lượng,business analyst,https://www.vietnamworks.com/business-analyst--1838993-jv?source=searchResults&searchType=2&placement=1838993&sortBy=date
Nhân Viên Vận Hành Ứng Dụng,Nhân Viên Vận Hành Ứng Dụng,N/A,Công Ty Cổ Phần Traphaco,1 năm kinh nghiệm,"75 Yên Ninh, Ba Đình, Hà Nội, Việt Nam",Từ 14tr ₫/tháng,"Quản Trị Cơ Sở Dữ Liệu, Manage ERP Software, Dms, E-Office, Triển Khai Dự Án",https://www.vietnamworks.com/nhan-vien-van-hanh-ung-dung-1841565-jv?source=searchResults&searchType=2&placement=1841715&sortBy=date
Nhân Viên IT (Staff/senior Staff),Nhân Viên IT Staff/senior Staff,['senior'],Hanwha Vision Viet Nam Company Limited (Tên Cũ Là Hanwhatechwin Security Vietnam),2 năm kinh nghiệm,"Plot O-2, Que Vo Industrial Zone (expansion area), Nam Son commune, Bac Ninh city, Bac Ninh province",$ 400-600 /tháng,"IT Phần Mềm, IT, Server System Management, Vận hành máy chủ, Cấu Hình Tường Lửa",https://www.vietnamworks.com/nhan-vien-it-staff-senior-staff-1835963-jv?source=searchResults&searchType=2&placement=1836513&sortBy=date
Database Engineer (DBA),Database Engineer DBA,N/A,Công Ty TNHH LG CNS Việt Nam,Không yêu cầu năm kinh nghiệm,"Landmark 72, Phạm Hùng, Keangnam, Mễ Trì, Cầu Giấy, Hanoi, Vietnam",Thương lượng,"DBA, DBMS, AWS, SQL, Cloud",https://www.vietnamworks.com/database-engineer-dba-1825858-jv?source=searchResults&searchType=2&placement=1826008&sortBy=date
Staff DevOps Engineer ( CI/CD),Staff DevOps Engineer CI/CD,N/A,"Renesas Design Vietnam Co., Ltd.",Không yêu cầu năm kinh nghiệm,"Lot W.29-30-31a, Tan Thuan road, Tan Thuan Export Processing Zone,",Thương lượng,"Linux, DevOps, CI/CD, Git",https://www.vietnamworks.com/staff-devops-engineer-ci-cd-1838603-jv?source=searchResults&searchType=2&placement=1838903&sortBy=date
Chuyên Viên Nghiệp Vụ,Chuyên Viên Nghiệp Vụ,N/A,Công Ty Bảo Việt Tràng An,Không yêu cầu năm kinh nghiệm,"ông ty Bảo Việt Tràng An : Tầng 16, tòa nhà VTC online số 18 Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội.",$ 10tr-15tr /tháng,"Bảo Hiểm Phi Nhân Thọ, Business Analysis, Bảo Hiểm, Báo cáo dữ liệu, Thống Kê",https://www.vietnamworks.com/chuyen-vien-nghiep-vu--1838730-jv?source=searchResults&searchType=2&placement=1839380&sortBy=date
Senior Quality Engineer,Senior Quality Engineer,['Senior'],Navigos Search,3 năm kinh nghiệm,Hanoi / HCMC,"$ 1,000-1,200 /tháng","Mechanical Engineering, QAC, AS9100, IATF 16949:2016, Problem-solving",https://www.vietnamworks.com/senior-quality-engineer-24-1844532-jv?source=searchResults&searchType=2&placement=1844932&sortBy=date
"Chuyên Viên Cao Cấp Phát Triển Ứng Dụng (.Net, Java)","Chuyên Viên Cao Cấp Phát Triển Ứng Dụng .Net, Java",N/A,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),Không yêu cầu năm kinh nghiệm,"Tầng 24, Tòa tháp văn phòng Mipec, 229 Tây Sơn, Đống Đa, Hà Nội","$ 500-1,500 /tháng","Java, .Net, Full Stack Development",https://www.vietnamworks.com/chuyen-vien-cao-cap-phat-trien-ung-dung-net-java-1835256-jv?source=searchResults&searchType=2&placement=1835856&sortBy=date
Senior Full Stack Developer (Typescript + React + Node.js),Senior Full Stack Developer Typescript + React + Node.js,['Senior'],Công Ty TNHH Slasify Vietnam,5 năm kinh nghiệm,N/A,"$ 2,000-5,000 /tháng","TypeScript, React.js, PostgreSQL, Redis",https://www.vietnamworks.com/senior-full-stack-developer-typescript-react-node-js-1842022-jv?source=searchResults&searchType=2&placement=1842172&sortBy=date
Giám Đốc Công Nghệ (CTO) Cho Startup Mới Thành Lập,Giám Đốc Công Nghệ CTO Cho Startup Mới Thành Lập,N/A,Công Ty TNHH Inpos,2 năm kinh nghiệm,"Số 23, BT3, Khu đô thị Pháp Vân - Tứ Hiệp, Phường Hoàng Liệt, Quận Hoàng Mai, TP Hà Nội","$ 2,000-3,000 /tháng","Khoa Học Máy Tính, Fintech, Lãnh Đạo, Phát Triển Sản Phẩm, Quản Lý Rủi Ro",https://www.vietnamworks.com/giam-doc-cong-nghe-cto-cho-startup-moi-thanh-lap-1841708-jv?source=searchResults&searchType=2&placement=1842008&sortBy=date
Điều Khiển Điện/ Lập Trình PLC (Nhật Bản/HCM),Điều Khiển Điện/ Lập Trình PLC Nhật Bản/HCM,N/A,Công Ty TNHH R Techno Việt Nam,2 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM","Từ ¥ 350,000 /tháng","Lập Trình PLC, Thiết Kế Máy Gia Công, Thiết Kế Điện, Tiếng Nhật N3, Kỹ Năng Lập Trình Macro",https://www.vietnamworks.com/djieu-khien-djien-lap-trinh-plc-nhat-banhcm-1838709-jv?source=searchResults&searchType=2&placement=1839359&sortBy=date
Kỹ Sư Vận Hành Hệ Thống Bảo Mật,Kỹ Sư Vận Hành Hệ Thống Bảo Mật,N/A,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",3 năm kinh nghiệm,"Tầng 17 tòa nhà Icon4 số 243A Đê La Thành, Láng Thượng, Đống Đa, Hà Nội",220tr-280tr ₫/năm,"Vận Hành Hệ Thống, Bảo Mật Hệ Thống, Hệ Thống Bảo Mật, Firewall, An Toàn Thông Tin",https://www.vietnamworks.com/ky-su-van-hanh-he-thong-bao-mat-1840726-jv?source=searchResults&searchType=2&placement=1840726&sortBy=date
Chuyên Viên Quản Trị Mạng & Hệ Thống,Chuyên Viên Quản Trị Mạng & Hệ Thống,N/A,Tập Đoàn Hateco,1 năm kinh nghiệm,"Số 01 Huỳnh Tấn Phát, Khu Công nghiệp Sài Đồng B, phường Thạch Bàn, Quận Long Biên, Hà Nội.",$ 600-800 /tháng,"Network, Firewall, CCNP, CCNA, Quản Trị Hệ Thống Mạng",https://www.vietnamworks.com/chuyen-vien-quan-tri-mang-he-thong--1840642-jv?source=searchResults&searchType=2&placement=1841142&sortBy=date
Trưởng Phòng Phát Triển Sản Phẩm Số,Trưởng Phòng Phát Triển Sản Phẩm Số,N/A,Công Ty Cổ Phần Viễn Thông Di Động Đông Dương Telecom,5 năm kinh nghiệm,"B018, Tháp The Manor, đường Mễ Trì, quận Nam Từ Liêm, Hà Nội","$ 1,500-2,500 /tháng","Marketing Management, Truyền Thông, Marketing Campaign, Phát Triển Sản Phẩm, Digital",https://www.vietnamworks.com/truong-phong-phat-trien-san-pham-so-1843950-jv?source=searchResults&searchType=2&placement=1844150&sortBy=date
ERP Specialist,ERP Specialist,N/A,Be Group Joint Stock Company,1 năm kinh nghiệm,"Tòa nhà Five Star - 28bis Mạc Đĩnh Chi, Phường Đa kao, Quận 1, Thành Phố Hồ Chí Minh",Thương lượng,"C#, Data Analysis, ERP Systems, Problem-solving, Project Management",https://www.vietnamworks.com/erp-specialist-1841630-jv?source=searchResults&searchType=2&placement=1842280&sortBy=date
IT Staff,IT Staff,N/A,Panasonic Appliances Vietnam,1 năm kinh nghiệm,"Plot B6, Thang Long Industrial Park, Vong La, Dong Anh, Ha Noi",Thương lượng,"IT System Administration, IT Phần Mềm, C#, Full Stack Development, Lập Trình Backend",https://www.vietnamworks.com/it-staff--1830448-jv?source=searchResults&searchType=2&placement=1830598&sortBy=date
"Chuyên Gia Quản Trị Cơ Sở Dữ Liệu, Phòng Mis, Khối TCKT","Chuyên Gia Quản Trị Cơ Sở Dữ Liệu, Phòng Mis, Khối TCKT",N/A,Ngân Hàng TMCP Đại Chúng Việt Nam,Không yêu cầu năm kinh nghiệm,Số 22 Ngô Quyền - Hà Nội - Việt Nam,"$ 500-1,500 /tháng","Công Nghệ Thông Tin, Tài Chính, Quản Trị Cơ Sở Dữ Liệu",https://www.vietnamworks.com/chuyen-gia-quan-tri-co-so-du-lieu-phong-mis-khoi-tckt-1--1839401-jv?source=searchResults&searchType=2&placement=1839551&sortBy=date
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Chuyên Viên Phân Tích Nghiệp Vụ Business Analyst,N/A,Tổ Chức Giáo Dục FPT,1 năm kinh nghiệm,"Trường Đại học FPT, cơ sở Hòa Lạc (có xe đưa đón hàng ngày)",Thương lượng,"Phân Tích Hệ Thống, ERP, Công Nghệ Thông Tin, Business Analysis, IT Phần Mềm",https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-business-analyst--1843107-jv?source=searchResults&searchType=2&placement=1843707&sortBy=date
CRM Data and Analytics Leader,CRM Data and Analytics Leader,N/A,Công Ty Cổ Phần Sữa Vitadairy Việt Nam,3 năm kinh nghiệm,"Trụ sở chính tại HCM: Tầng 5, Số 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, HCM/ VP. Hà Nội: Toà nhà CT1 - The Zen Residence, Khu đô thị C2 - Gamuda Gardens, Phường Trần Phú, Quận Hoàng Mai, Hà Nộ",Thương lượng,"CRM Database, Data Analysis, Salesforce, SQL, Python",https://www.vietnamworks.com/crm-data-and-analytics-leader-1837742-jv?source=searchResults&searchType=2&placement=1838092&sortBy=date
System Manager,System Manager,N/A,Vietjet Air,6 năm kinh nghiệm,"VIETJET PLAZA, 60A Truong Son Street, Ward 2, Tan Binh District, Ho Chi Minh City, Vietnam",Thương lượng,"IT System Administration, Cloud Services, Window Server, LINUX, Virtualization",https://www.vietnamworks.com/system-manager--1840092-jv?source=searchResults&searchType=2&placement=1840442&sortBy=date
Chuyên Viên Quản Trị Mạng,Chuyên Viên Quản Trị Mạng,N/A,Ngân Hàng TMCP Xuất Nhập Khẩu Việt Nam (Eximbank),Không yêu cầu năm kinh nghiệm,"Tầng 8, tòa nhà Vincom center, số 72 Lê Thánh Tôn và 45A Lý Tự Trọng, Quận 1, TP.HCM","$ 1,000-1,500 /tháng","SLA Control, Công nghệ thông tin, Quản Trị Hệ Thống CNTT",https://www.vietnamworks.com/chuyen-vien-quan-tri-mang--1840869-jv?source=searchResults&searchType=2&placement=1840969&sortBy=date
Unity Developer,Unity Developer,N/A,Công Ty TNHH Thankslab Việt Nam,1 năm kinh nghiệm,"Tầng 2, Tòa nhà Mach, 127 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"OOP, Phát Triển Game, Tiếng Anh, Tiếng Nhật, Phát Triển Unity",https://www.vietnamworks.com/unity-developer--1845284-jv?source=searchResults&searchType=2&placement=1845584&sortBy=date
Chuyên Viên Vận Hành Ứng Dụng Quản Trị - Khối CNTT,Chuyên Viên Vận Hành Ứng Dụng Quản Trị - Khối CNTT,N/A,Ngân hàng Lộc Phát Việt Nam LPBank,2 năm kinh nghiệm,"LPB Tower, số 210 Đường Trần Quang Khải, French Quarter, Trang Tien, Hoàn Kiếm, Hanoi, Vietnam",Thương lượng,"Công Nghệ Thông Tin, MariaDB, OpenStack, Oracle Database, Quản Trị Máy Chủ",https://www.vietnamworks.com/chuyen-vien-van-hanh-ung-dung-quan-tri-khoi-cntt-1839417-jv?source=searchResults&searchType=2&placement=1839967&sortBy=date
Trưởng Nhóm Kiến Trúc Giải Pháp - Khối Công Nghệ Thông Tin,Trưởng Nhóm Kiến Trúc Giải Pháp - Khối Công Nghệ Thông Tin,N/A,Ngân Hàng TMCP Tiên Phong (Tpbank),5 năm kinh nghiệm,"Tòa nhà TPBank, 57 Lý Thường Kiệt, phường Trần Hưng Đạo","$ 1,000-2,000 /tháng","Tiếng Anh, Kiến Trúc Giải Pháp, Internet Banking, Giải Pháp Kỹ Thuật, Quản Lý Kiến Trúc",https://www.vietnamworks.com/truong-nhom-kien-truc-giai-phap-khoi-cong-nghe-thong-tin--1840950-jv?source=searchResults&searchType=2&placement=1841400&sortBy=date
Chuyên Viên Vận Hành Máy Chủ & Nền Tảng - Khối CNTT,Chuyên Viên Vận Hành Máy Chủ & Nền Tảng - Khối CNTT,N/A,Ngân hàng Lộc Phát Việt Nam LPBank,4 năm kinh nghiệm,"LPB Tower, số 210 Đường Trần Quang Khải, French Quarter, Trang Tien, Hoàn Kiếm, Hanoi, Vietnam",Thương lượng,"Cấu Hình Lưu Trữ, Công Nghệ Phần Mềm, Công Nghệ Thông Tin, Quản Trị Máy Chủ, Vận Hành Máy Chủ",https://www.vietnamworks.com/chuyen-vien-van-hanh-may-chu-and-nen-tang-khoi-cntt-1839421-jv?source=searchResults&searchType=2&placement=1839971&sortBy=date
Software Architect (Quantity: 01),Software Architect Quantity: 01,N/A,LG Electronics R&D Vietnam,3 năm kinh nghiệm,"Tòa Lotte Mall 272 Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Thương lượng,"English, Java, Automotive, Software Architecture Design, C++",https://www.vietnamworks.com/software-architect-quantity-01-1838635-jv?source=searchResults&searchType=2&placement=1838635&sortBy=date
SAP Logistic Consultant (Module MM / PP / SD) - Lương Thưởng Hấp Dẫn,SAP Logistic Consultant Module MM / PP / SD - Lương Thưởng Hấp Dẫn,N/A,Công Ty Cổ Phần Tư Vấn Công Nghệ Ngs (Ngsc),3 năm kinh nghiệm,"Tầng 4, Toà nhà 6th Element, đường Nguyễn Văn Huyên, quận Tây Hồ, Hà Nội","Tới $ 1,800 /tháng","Công Nghệ Thông Tin, IT Solutions Delivery, Sap, SAP FICO, Project Management",https://www.vietnamworks.com/sap-logistic-consultant-module-mm-pp-sd-luong-thuong-hap-dan-1824295-jv?source=searchResults&searchType=2&placement=1824445&sortBy=date
Chuyên Viên Back End,Chuyên Viên Back End,N/A,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,2 năm kinh nghiệm,"Tầng 16 và 17, Tháp 02 tòa nhà Capital Place, Số 29 Liễu Giai, phường Ngọc Khánh, quận Ba Đình, Hà Nội","$ 600-1,500 /tháng","Lập Trình Backend, Python, RESTful API, SQL, Java Spring Boot",https://www.vietnamworks.com/chuyen-vien-back-end--1845066-jv?source=searchResults&searchType=2&placement=1845116&sortBy=date
